Orthogroup	Acomosus	T.fasciculata	T.leiboldiana
OG0020847	Aco013010.1		
OG0020848	Aco013033.1		
OG0020849	Aco013032.1		
OG0020850	Aco013049.1		
OG0020851	Aco013058.1		
OG0020852	Aco013052.1		
OG0020853	Aco013107.1		
OG0020854	Aco013109.1		
OG0020855	Aco013150.1		
OG0020856	Aco013147.1		
OG0020857	Aco028724.1		
OG0020858	Aco023340.1		
OG0020859	Aco029820.1		
OG0020860	Aco023106.1		
OG0020861	Aco023117.1		
OG0020862	Aco025119.1		
OG0020863	Aco029342.1		
OG0020864	Aco011634.1		
OG0020865	Aco011637.1		
OG0020866	Aco011640.1		
OG0020867	Aco011668.1		
OG0020868	Aco011672.1		
OG0020869	Aco011683.1		
OG0020870	Aco011684.1		
OG0020871	Aco011678.1		
OG0020872	Aco011673.1		
OG0020873	Aco011697.1		
OG0020874	Aco011699.1		
OG0020875	Aco011694.1		
OG0020876	Aco011723.1		
OG0020877	Aco011722.1		
OG0020878	Aco011718.1		
OG0020879	Aco011716.1		
OG0020880	Aco011736.1		
OG0020881	Aco011751.1		
OG0020882	Aco011773.1		
OG0020883	Aco011799.1		
OG0020884	Aco011830.1		
OG0020885	Aco011842.1		
OG0020886	Aco011854.1		
OG0020887	Aco028033.1		
OG0020888	Aco026146.1		
OG0020889	Aco029420.1		
OG0020890	Aco028599.1		
OG0020891	Aco027172.1		
OG0020892	Aco027768.1		
OG0020893	Aco022878.1		
OG0020894	Aco016894.1		
OG0020895	Aco016893.1		
OG0020896	Aco016903.1		
OG0020897	Aco016906.1		
OG0020898	Aco016916.1		
OG0020899	Aco016926.1		
OG0020900	Aco016921.1		
OG0020901	Aco016944.1		
OG0020902	Aco016954.1		
OG0020903	Aco031060.1		
OG0020904	Aco028263.1		
OG0020905	Aco012069.1		
OG0020906	Aco012074.1		
OG0020907	Aco012144.1		
OG0020908	Aco012145.1		
OG0020909	Aco012165.1		
OG0020910	Aco012172.1		
OG0020911	Aco012212.1		
OG0020912	Aco012205.1		
OG0020913	Aco012246.1		
OG0020914	Aco012226.1		
OG0020915	Aco022140.1		
OG0020916	Aco022147.1		
OG0020917	Aco026548.1		
OG0020918	Aco026547.1		
OG0020919	Aco028663.1		
OG0020920	Aco030360.1		
OG0020921	Aco026051.1		
OG0020922	Aco031137.1		
OG0020923	Aco031136.1		
OG0020924	Aco011875.1		
OG0020925	Aco011879.1		
OG0020926	Aco011878.1		
OG0020927	Aco011889.1		
OG0020928	Aco011904.1		
OG0020929	Aco011936.1		
OG0020930	Aco011971.1		
OG0020931	Aco011981.1		
OG0020932	Aco011980.1		
OG0020933	Aco012037.1		
OG0020934	Aco012065.1		
OG0020935	Aco012062.1		
OG0020936	Aco012052.1		
OG0020937	Aco026668.1		
OG0020938	Aco013161.1		
OG0020939	Aco013163.1		
OG0020940	Aco013193.1		
OG0020941	Aco013204.1		
OG0020942	Aco013221.1		
OG0020943	Aco013261.1		
OG0020944	Aco013263.1		
OG0020945	Aco013256.1		
OG0020946	Aco013265.1		
OG0020947	Aco013266.1		
OG0020948	Aco013258.1		
OG0020949	Aco013281.1		
OG0020950	Aco013292.1		
OG0020951	Aco022704.1		
OG0020952	Aco022707.1		
OG0020953	Aco022703.1		
OG0020954	Aco026800.1		
OG0020955	Aco026027.1		
OG0020956	Aco029037.1		
OG0020957	Aco029038.1		
OG0020958	Aco024613.1		
OG0020959	Aco021386.1		
OG0020960	Aco030834.1		
OG0020961	Aco031302.1		
OG0020962	Aco024679.1		
OG0020963	Aco024685.1		
OG0020964	Aco024691.1		
OG0020965	Aco024692.1		
OG0020966	Aco031318.1		
OG0020967	Aco026563.1		
OG0020968	Aco028786.1		
OG0020969	Aco028787.1		
OG0020970	Aco027009.1		
OG0020971	Aco023000.1		
OG0020972	Aco016154.1		
OG0020973	Aco016171.1		
OG0020974	Aco016178.1		
OG0020975	Aco016187.1		
OG0020976	Aco016183.1		
OG0020977	Aco016180.1		
OG0020978	Aco016194.1		
OG0020979	Aco016203.1		
OG0020980	Aco016204.1		
OG0020981	Aco016215.1		
OG0020982	Aco016238.1		
OG0020983	Aco016237.1		
OG0020984	Aco016240.1		
OG0020985	Aco030579.1		
OG0020986	Aco027861.1		
OG0020987	Aco021025.1		
OG0020988	Aco021021.1		
OG0020989	Aco021019.1		
OG0020990	Aco016561.1		
OG0020991	Aco016560.1		
OG0020992	Aco016574.1		
OG0020993	Aco016621.1		
OG0020994	Aco016630.1		
OG0020995	Aco016638.1		
OG0020996	Aco016645.1		
OG0020997	Aco016640.1		
OG0020998	Aco025888.1		
OG0020999	Aco021920.1		
OG0021000	Aco021919.1		
OG0021001	Aco021921.1		
OG0021002	Aco023946.1		
OG0021003	Aco018551.1		
OG0021004	Aco018553.1		
OG0021005	Aco018560.1		
OG0021006	Aco029012.1		
OG0021007	Aco028286.1		
OG0021008	Aco025090.1		
OG0021009	Aco025096.1		
OG0021010	Aco025095.1		
OG0021011	Aco013492.1		
OG0021012	Aco013498.1		
OG0021013	Aco013533.1		
OG0021014	Aco013535.1		
OG0021015	Aco013542.1		
OG0021016	Aco013546.1		
OG0021017	Aco013544.1		
OG0021018	Aco013565.1		
OG0021019	Aco013573.1		
OG0021020	Aco013583.1		
OG0021021	Aco013590.1		
OG0021022	Aco029161.1		
OG0021023	Aco022813.1		
OG0021024	Aco029563.1		
OG0021025	Aco031134.1		
OG0021026	Aco029241.1		
OG0021027	Aco029238.1		
OG0021028	Aco022430.1		
OG0021029	Aco028388.1		
OG0021030	Aco025359.1		
OG0021031	Aco024136.1		
OG0021032	Aco020483.1		
OG0021033	Aco020497.1		
OG0021034	Aco020504.1		
OG0021035	Aco024441.1		
OG0021036	Aco015844.1		
OG0021037	Aco015852.1		
OG0021038	Aco015879.1		
OG0021039	Aco015936.1		
OG0021040	Aco031598.1		
OG0021041	Aco031497.1		
OG0021042	Aco023599.1		
OG0021043	Aco023598.1		
OG0021044	Aco013620.1		
OG0021045	Aco013669.1		
OG0021046	Aco013673.1		
OG0021047	Aco013667.1		
OG0021048	Aco013668.1		
OG0021049	Aco013670.1		
OG0021050	Aco013693.1		
OG0021051	Aco013694.1		
OG0021052	Aco013703.1		
OG0021053	Aco026699.1		
OG0021054	Aco030862.1		
OG0021055	Aco031826.1		
OG0021056	Aco024765.1		
OG0021057	Aco024771.1		
OG0021058	Aco024777.1		
OG0021059	Aco027567.1		
OG0021060	Aco021083.1		
OG0021061	Aco025611.1		
OG0021062	Aco025380.1		
OG0021063	Aco023502.1		
OG0021064	Aco023508.1		
OG0021065	Aco014546.1		
OG0021066	Aco014545.1		
OG0021067	Aco014547.1		
OG0021068	Aco014551.1		
OG0021069	Aco014570.1		
OG0021070	Aco014567.1		
OG0021071	Aco014630.1		
OG0021072	Aco014637.1		
OG0021073	Aco014639.1		
OG0021074	Aco020620.1		
OG0021075	Aco020626.1		
OG0021076	Aco023125.1		
OG0021077	Aco023141.1		
OG0021078	Aco016466.1		
OG0021079	Aco016493.1		
OG0021080	Aco016491.1		
OG0021081	Aco016498.1		
OG0021082	Aco016497.1		
OG0021083	Aco016512.1		
OG0021084	Aco016510.1		
OG0021085	Aco021537.1		
OG0021086	Aco031412.1		
OG0021087	Aco012807.1		
OG0021088	Aco012821.1		
OG0021089	Aco012834.1		
OG0021090	Aco012842.1		
OG0021091	Aco012884.1		
OG0021092	Aco012877.1		
OG0021093	Aco012912.1		
OG0021094	Aco012927.1		
OG0021095	Aco012965.1		
OG0021096	Aco012953.1		
OG0021097	Aco026341.1		
OG0021098	Aco024813.1		
OG0021099	Aco024819.1		
OG0021100	Aco031736.1		
OG0021101	Aco019744.1		
OG0021102	Aco029167.1		
OG0021103	Aco029170.1		
OG0021104	Aco023393.1		
OG0021105	Aco025203.1		
OG0021106	Aco025211.1		
OG0021107	Aco027706.1		
OG0021108	Aco030170.1		
OG0021109	Aco024180.1		
OG0021110	Aco024181.1		
OG0021111	Aco016284.1		
OG0021112	Aco016286.1		
OG0021113	Aco016300.1		
OG0021114	Aco016304.1		
OG0021115	Aco016313.1		
OG0021116	Aco016329.1		
OG0021117	Aco016330.1		
OG0021118	Aco016355.1		
OG0021119	Aco018349.1		
OG0021120	Aco018353.1		
OG0021121	Aco018390.1		
OG0021122	Aco018383.1		
OG0021123	Aco018385.1		
OG0021124	Aco018388.1		
OG0021125	Aco028547.1		
OG0021126	Aco021485.1		
OG0021127	Aco021484.1		
OG0021128	Aco021501.1		
OG0021129	Aco021508.1		
OG0021130	Aco027737.1		
OG0021131	Aco025071.1		
OG0021132	Aco027423.1		
OG0021133	Aco016054.1		
OG0021134	Aco016062.1		
OG0021135	Aco016071.1		
OG0021136	Aco016108.1		
OG0021137	Aco016131.1		
OG0021138	Aco016147.1		
OG0021139	Aco030626.1		
OG0021140	Aco026856.1		
OG0021141	Aco023957.1		
OG0021142	Aco031832.1		
OG0021143	Aco026209.1		
OG0021144	Aco030343.1		
OG0021145	Aco024750.1		
OG0021146	Aco023903.1		
OG0021147	Aco017394.1		
OG0021148	Aco017404.1		
OG0021149	Aco017452.1		
OG0021150	Aco017454.1		
OG0021151	Aco017450.1		
OG0021152	Aco017462.1		
OG0021153	Aco030499.1		
OG0021154	Aco023647.1		
OG0021155	Aco023639.1		
OG0021156	Aco023645.1		
OG0021157	Aco022736.1		
OG0021158	Aco022979.1		
OG0021159	Aco022976.1		
OG0021160	Aco029450.1		
OG0021161	Aco025663.1		
OG0021162	Aco019826.1		
OG0021163	Aco019827.1		
OG0021164	Aco028172.1		
OG0021165	Aco022611.1		
OG0021166	Aco022623.1		
OG0021167	Aco022326.1		
OG0021168	Aco014387.1		
OG0021169	Aco014391.1		
OG0021170	Aco014395.1		
OG0021171	Aco014423.1		
OG0021172	Aco014411.1		
OG0021173	Aco014467.1		
OG0021174	Aco014471.1		
OG0021175	Aco014484.1		
OG0021176	Aco014496.1		
OG0021177	Aco014514.1		
OG0021178	Aco031187.1		
OG0021179	Aco020545.1		
OG0021180	Aco026656.1		
OG0021181	Aco030411.1		
OG0021182	Aco030131.1		
OG0021183	Aco023088.1		
OG0021184	Aco023090.1		
OG0021185	Aco031746.1		
OG0021186	Aco030034.1		
OG0021187	Aco030032.1		
OG0021188	Aco026528.1		
OG0021189	Aco031451.1		
OG0021190	Aco013933.1		
OG0021191	Aco013941.1		
OG0021192	Aco013939.1		
OG0021193	Aco013973.1		
OG0021194	Aco013976.1		
OG0021195	Aco013997.1		
OG0021196	Aco014072.1		
OG0021197	Aco014061.1		
OG0021198	Aco020254.1		
OG0021199	Aco017632.1		
OG0021200	Aco017648.1		
OG0021201	Aco017652.1		
OG0021202	Aco024788.1		
OG0021203	Aco027187.1		
OG0021204	Aco027184.1		
OG0021205	Aco027071.1		
OG0021206	Aco030822.1		
OG0021207	Aco019059.1		
OG0021208	Aco019069.1		
OG0021209	Aco031605.1		
OG0021210	Aco027376.1		
OG0021211	Aco027386.1		
OG0021212	Aco030809.1		
OG0021213	Aco026963.1		
OG0021214	Aco026216.1		
OG0021215	Aco021197.1		
OG0021216	Aco021211.1		
OG0021217	Aco021212.1		
OG0021218	Aco029904.1		
OG0021219	Aco015488.1		
OG0021220	Aco015545.1		
OG0021221	Aco015548.1		
OG0021222	Aco015553.1		
OG0021223	Aco015565.1		
OG0021224	Aco030980.1		
OG0021225	Aco020977.1		
OG0021226	Aco020987.1		
OG0021227	Aco020988.1		
OG0021228	Aco021002.1		
OG0021229	Aco024534.1		
OG0021230	Aco024527.1		
OG0021231	Aco024525.1		
OG0021232	Aco015728.1		
OG0021233	Aco015742.1		
OG0021234	Aco015748.1		
OG0021235	Aco015751.1		
OG0021236	Aco015762.1		
OG0021237	Aco015763.1		
OG0021238	Aco015785.1		
OG0021239	Aco015784.1		
OG0021240	Aco015786.1		
OG0021241	Aco015788.1		
OG0021242	Aco015795.1		
OG0021243	Aco015794.1		
OG0021244	Aco015793.1		
OG0021245	Aco015812.1		
OG0021246	Aco015817.1		
OG0021247	Aco020602.1		
OG0021248	Aco020612.1		
OG0021249	Aco029577.1		
OG0021250	Aco023855.1		
OG0021251	Aco022661.1		
OG0021252	Aco022663.1		
OG0021253	Aco022657.1		
OG0021254	Aco022674.1		
OG0021255	Aco027398.1		
OG0021256	Aco027397.1		
OG0021257	Aco026141.1		
OG0021258	Aco017847.1		
OG0021259	Aco017852.1		
OG0021260	Aco017851.1		
OG0021261	Aco017862.1		
OG0021262	Aco017865.1		
OG0021263	Aco030922.1		
OG0021264	Aco022758.1		
OG0021265	Aco022757.1		
OG0021266	Aco022777.1		
OG0021267	Aco021109.1		
OG0021268	Aco021121.1		
OG0021269	Aco014100.1		
OG0021270	Aco014101.1		
OG0021271	Aco014107.1		
OG0021272	Aco014122.1		
OG0021273	Aco014124.1		
OG0021274	Aco014117.1		
OG0021275	Aco014130.1		
OG0021276	Aco014161.1		
OG0021277	Aco014173.1		
OG0021278	Aco014183.1		
OG0021279	Aco014169.1		
OG0021280	Aco014174.1		
OG0021281	Aco014172.1		
OG0021282	Aco014190.1		
OG0021283	Aco014207.1		
OG0021284	Aco014220.1		
OG0021285	Aco014248.1		
OG0021286	Aco014233.1		
OG0021287	Aco028469.1		
OG0021288	Aco028470.1		
OG0021289	Aco028474.1		
OG0021290	Aco025709.1		
OG0021291	Aco029945.1		
OG0021292	Aco023814.1		
OG0021293	Aco031814.1		
OG0021294	Aco030533.1		
OG0021295	Aco015060.1		
OG0021296	Aco015050.1		
OG0021297	Aco015049.1		
OG0021298	Aco015079.1		
OG0021299	Aco015098.1		
OG0021300	Aco015104.1		
OG0021301	Aco015111.1		
OG0021302	Aco015129.1		
OG0021303	Aco015145.1		
OG0021304	Aco021149.1		
OG0021305	Aco021164.1		
OG0021306	Aco028861.1		
OG0021307	Aco025942.1		
OG0021308	Aco025951.1		
OG0021309	Aco022277.1		
OG0021310	Aco022279.1		
OG0021311	Aco022275.1		
OG0021312	Aco025702.1		
OG0021313	Aco031171.1		
OG0021314	Aco018840.1		
OG0021315	Aco018835.1		
OG0021316	Aco018836.1		
OG0021317	Aco018848.1		
OG0021318	Aco018867.1		
OG0021319	Aco018863.1		
OG0021320	Aco022381.1		
OG0021321	Aco022397.1		
OG0021322	Aco022393.1		
OG0021323	Aco029784.1		
OG0021324	Aco018079.1		
OG0021325	Aco018085.1		
OG0021326	Aco018088.1		
OG0021327	Aco018095.1		
OG0021328	Aco018092.1		
OG0021329	Aco018099.1		
OG0021330	Aco018114.1		
OG0021331	Aco017486.1		
OG0021332	Aco017483.1		
OG0021333	Aco017503.1		
OG0021334	Aco017499.1		
OG0021335	Aco017514.1		
OG0021336	Aco017541.1		
OG0021337	Aco017547.1		
OG0021338	Aco017545.1		
OG0021339	Aco028863.1		
OG0021340	Aco029648.1		
OG0021341	Aco022579.1		
OG0021342	Aco022577.1		
OG0021343	Aco022592.1		
OG0021344	Aco022588.1		
OG0021345	Aco018563.1		
OG0021346	Aco018564.1		
OG0021347	Aco018565.1		
OG0021348	Aco018589.1		
OG0021349	Aco018597.1		
OG0021350	Aco027102.1		
OG0021351	Aco031392.1		
OG0021352	Aco019531.1		
OG0021353	Aco031102.1		
OG0021354	Aco028485.1		
OG0021355	Aco026238.1		
OG0021356	Aco015614.1		
OG0021357	Aco015641.1		
OG0021358	Aco015675.1		
OG0021359	Aco015701.1		
OG0021360	Aco015709.1		
OG0021361	Aco015696.1		
OG0021362	Aco031006.1		
OG0021363	Aco030389.1		
OG0021364	Aco031722.1		
OG0021365	Aco020056.1		
OG0021366	Aco020066.1		
OG0021367	Aco024117.1		
OG0021368	Aco024123.1		
OG0021369	Aco024121.1		
OG0021370	Aco029386.1		
OG0021371	Aco025192.1		
OG0021372	Aco016422.1		
OG0021373	Aco022011.1		
OG0021374	Aco022026.1		
OG0021375	Aco029022.1		
OG0021376	Aco024507.1		
OG0021377	Aco021885.1		
OG0021378	Aco021890.1		
OG0021379	Aco021889.1		
OG0021380	Aco024296.1		
OG0021381	Aco030610.1		
OG0021382	Aco029630.1		
OG0021383	Aco022550.1		
OG0021384	Aco022556.1		
OG0021385	Aco022562.1		
OG0021386	Aco031657.1		
OG0021387	Aco029085.1		
OG0021388	Aco018214.1		
OG0021389	Aco018235.1		
OG0021390	Aco018249.1		
OG0021391	Aco018250.1		
OG0021392	Aco018258.1		
OG0021393	Aco030021.1		
OG0021394	Aco030018.1		
OG0021395	Aco023788.1		
OG0021396	Aco023790.1		
OG0021397	Aco028039.1		
OG0021398	Aco022037.1		
OG0021399	Aco022047.1		
OG0021400	Aco022061.1		
OG0021401	Aco022057.1		
OG0021402	Aco022063.1		
OG0021403	Aco030759.1		
OG0021404	Aco024312.1		
OG0021405	Aco031514.1		
OG0021406	Aco015938.1		
OG0021407	Aco015968.1		
OG0021408	Aco015984.1		
OG0021409	Aco015989.1		
OG0021410	Aco016002.1		
OG0021411	Aco016016.1		
OG0021412	Aco016035.1		
OG0021413	Aco016021.1		
OG0021414	Aco016033.1		
OG0021415	Aco027060.1		
OG0021416	Aco024306.1		
OG0021417	Aco025741.1		
OG0021418	Aco025737.1		
OG0021419	Aco019122.1		
OG0021420	Aco019124.1		
OG0021421	Aco019147.1		
OG0021422	Aco019152.1		
OG0021423	Aco019150.1		
OG0021424	Aco019149.1		
OG0021425	Aco019177.1		
OG0021426	Aco019171.1		
OG0021427	Aco025129.1		
OG0021428	Aco020285.1		
OG0021429	Aco020281.1		
OG0021430	Aco020297.1		
OG0021431	Aco020304.1		
OG0021432	Aco023870.1		
OG0021433	Aco023877.1		
OG0021434	Aco017149.1		
OG0021435	Aco017145.1		
OG0021436	Aco017196.1		
OG0021437	Aco017193.1		
OG0021438	Aco017194.1		
OG0021439	Aco017202.1		
OG0021440	Aco017207.1		
OG0021441	Aco017208.1		
OG0021442	Aco017219.1		
OG0021443	Aco017221.1		
OG0021444	Aco031364.1		
OG0021445	Aco017322.1		
OG0021446	Aco017319.1		
OG0021447	Aco017350.1		
OG0021448	Aco017349.1		
OG0021449	Aco017373.1		
OG0021450	Aco017371.1		
OG0021451	Aco024913.1		
OG0021452	Aco028249.1		
OG0021453	Aco024546.1		
OG0021454	Aco020444.1		
OG0021455	Aco021843.1		
OG0021456	Aco018787.1		
OG0021457	Aco018801.1		
OG0021458	Aco018798.1		
OG0021459	Aco028296.1		
OG0021460	Aco027019.1		
OG0021461	Aco030806.1		
OG0021462	Aco028333.1		
OG0021463	Aco026303.1		
OG0021464	Aco031713.1		
OG0021465	Aco021235.1		
OG0021466	Aco021240.1		
OG0021467	Aco021242.1		
OG0021468	Aco022252.1		
OG0021469	Aco027308.1		
OG0021470	Aco014667.1		
OG0021471	Aco014679.1		
OG0021472	Aco014688.1		
OG0021473	Aco014701.1		
OG0021474	Aco014698.1		
OG0021475	Aco014713.1		
OG0021476	Aco014712.1		
OG0021477	Aco014726.1		
OG0021478	Aco014750.1		
OG0021479	Aco014752.1		
OG0021480	Aco014749.1		
OG0021481	Aco014761.1		
OG0021482	Aco014771.1		
OG0021483	Aco014783.1		
OG0021484	Aco014793.1		
OG0021485	Aco022908.1		
OG0021486	Aco022914.1		
OG0021487	Aco026397.1		
OG0021488	Aco023545.1		
OG0021489	Aco023539.1		
OG0021490	Aco018286.1		
OG0021491	Aco018297.1		
OG0021492	Aco020385.1		
OG0021493	Aco022696.1		
OG0021494	Aco030146.1		
OG0021495	Aco027089.1		
OG0021496	Aco028214.1		
OG0021497	Aco030586.1		
OG0021498	Aco030480.1		
OG0021499	Aco026951.1		
OG0021500	Aco026953.1		
OG0021501	Aco025752.1		
OG0021502	Aco025749.1		
OG0021503	Aco024192.1		
OG0021504	Aco021650.1		
OG0021505	Aco021662.1		
OG0021506	Aco021676.1		
OG0021507	Aco019368.1		
OG0021508	Aco019386.1		
OG0021509	Aco019376.1		
OG0021510	Aco019943.1		
OG0021511	Aco019947.1		
OG0021512	Aco019953.1		
OG0021513	Aco019965.1		
OG0021514	Aco019971.1		
OG0021515	Aco019973.1		
OG0021516	Aco024169.1		
OG0021517	Aco024174.1		
OG0021518	Aco027559.1		
OG0021519	Aco029243.1		
OG0021520	Aco031818.1		
OG0021521	Aco021563.1		
OG0021522	Aco024031.1		
OG0021523	Aco018891.1		
OG0021524	Aco018907.1		
OG0021525	Aco018915.1		
OG0021526	Aco019985.1		
OG0021527	Aco019995.1		
OG0021528	Aco019998.1		
OG0021529	Aco020018.1		
OG0021530	Aco020014.1		
OG0021531	Aco020021.1		
OG0021532	Aco020005.1		
OG0021533	Aco029652.1		
OG0021534	Aco029653.1		
OG0021535	Aco030332.1		
OG0021536	Aco022094.1		
OG0021537	Aco022109.1		
OG0021538	Aco022097.1		
OG0021539	Aco028221.1		
OG0021540	Aco021335.1		
OG0021541	Aco021341.1		
OG0021542	Aco025165.1		
OG0021543	Aco022134.1		
OG0021544	Aco020204.1		
OG0021545	Aco020194.1		
OG0021546	Aco020214.1		
OG0021547	Aco020239.1		
OG0021548	Aco020238.1		
OG0021549	Aco017924.1		
OG0021550	Aco017950.1		
OG0021551	Aco017953.1		
OG0021552	Aco017955.1		
OG0021553	Aco017968.1		
OG0021554	Aco017976.1		
OG0021555	Aco031488.1		
OG0021556	Aco029667.1		
OG0021557	Aco027403.1		
OG0021558	Aco022197.1		
OG0021559	Aco022208.1		
OG0021560	Aco025924.1		
OG0021561	Aco025925.1		
OG0021562	Aco026522.1		
OG0021563	Aco028400.1		
OG0021564	Aco029331.1		
OG0021565	Aco024568.1		
OG0021566	Aco027687.1		
OG0021567	Aco025110.1		
OG0021568	Aco025102.1		
OG0021569	Aco030595.1		
OG0021570	Aco023019.1		
OG0021571	Aco023018.1		
OG0021572	Aco029674.1		
OG0021573	Aco023330.1		
OG0021574	Aco023332.1		
OG0021575	Aco023333.1		
OG0021576	Aco029394.1		
OG0021577	Aco015368.1		
OG0021578	Aco015371.1		
OG0021579	Aco015376.1		
OG0021580	Aco015383.1		
OG0021581	Aco015393.1		
OG0021582	Aco015390.1		
OG0021583	Aco015409.1		
OG0021584	Aco015410.1		
OG0021585	Aco015456.1		
OG0021586	Aco015450.1		
OG0021587	Aco015459.1		
OG0021588	Aco015478.1		
OG0021589	Aco015471.1		
OG0021590	Aco026981.1		
OG0021591	Aco025844.1		
OG0021592	Aco025848.1		
OG0021593	Aco027356.1		
OG0021594	Aco031532.1		
OG0021595	Aco020769.1		
OG0021596	Aco020775.1		
OG0021597	Aco020779.1		
OG0021598	Aco020797.1		
OG0021599	Aco017995.1		
OG0021600	Aco018021.1		
OG0021601	Aco018025.1		
OG0021602	Aco018017.1		
OG0021603	Aco018039.1		
OG0021604	Aco018047.1		
OG0021605	Aco018049.1		
OG0021606	Aco020732.1		
OG0021607	Aco020739.1		
OG0021608	Aco020736.1		
OG0021609	Aco020748.1		
OG0021610	Aco026626.1		
OG0021611	Aco023931.1		
OG0021612	Aco023934.1		
OG0021613	Aco031348.1		
OG0021614	Aco022945.1		
OG0021615	Aco022959.1		
OG0021616	Aco022955.1		
OG0021617	Aco028590.1		
OG0021618	Aco018716.1		
OG0021619	Aco018719.1		
OG0021620	Aco018727.1		
OG0021621	Aco018747.1		
OG0021622	Aco029680.1		
OG0021623	Aco023214.1		
OG0021624	Aco029854.1		
OG0021625	Aco022067.1		
OG0021626	Aco022077.1		
OG0021627	Aco022082.1		
OG0021628	Aco022084.1		
OG0021629	Aco026246.1		
OG0021630	Aco026244.1		
OG0021631	Aco026247.1		
OG0021632	Aco014258.1		
OG0021633	Aco014291.1		
OG0021634	Aco014289.1		
OG0021635	Aco014313.1		
OG0021636	Aco014324.1		
OG0021637	Aco014308.1		
OG0021638	Aco014332.1		
OG0021639	Aco014371.1		
OG0021640	Aco014368.1		
OG0021641	Aco014353.1		
OG0021642	Aco021042.1		
OG0021643	Aco021043.1		
OG0021644	Aco021052.1		
OG0021645	Aco021055.1		
OG0021646	Aco023823.1		
OG0021647	Aco025897.1		
OG0021648	Aco024641.1		
OG0021649	Aco021691.1		
OG0021650	Aco023431.1		
OG0021651	Aco015154.1		
OG0021652	Aco015186.1		
OG0021653	Aco015191.1		
OG0021654	Aco015204.1		
OG0021655	Aco015228.1		
OG0021656	Aco015220.1		
OG0021657	Aco015236.1		
OG0021658	Aco015237.1		
OG0021659	Aco023371.1		
OG0021660	Aco020954.1		
OG0021661	Aco020953.1		
OG0021662	Aco028875.1		
OG0021663	Aco016676.1		
OG0021664	Aco016674.1		
OG0021665	Aco016719.1		
OG0021666	Aco016760.1		
OG0021667	Aco016753.1		
OG0021668	Aco016771.1		
OG0021669	Aco016785.1		
OG0021670	Aco016772.1		
OG0021671	Aco025680.1		
OG0021672	Aco029512.1		
OG0021673	Aco030824.1		
OG0021674	Aco025562.1		
OG0021675	Aco022408.1		
OG0021676	Aco022415.1		
OG0021677	Aco022418.1		
OG0021678	Aco019560.1		
OG0021679	Aco019575.1		
OG0021680	Aco019578.1		
OG0021681	Aco019591.1		
OG0021682	Aco024825.1		
OG0021683	Aco018934.1		
OG0021684	Aco018976.1		
OG0021685	Aco018972.1		
OG0021686	Aco018968.1		
OG0021687	Aco024397.1		
OG0021688	Aco024396.1		
OG0021689	Aco028853.1		
OG0021690	Aco025320.1		
OG0021691	Aco020345.1		
OG0021692	Aco020351.1		
OG0021693	Aco019602.1		
OG0021694	Aco019612.1		
OG0021695	Aco019626.1		
OG0021696	Aco027005.1		
OG0021697	Aco018397.1		
OG0021698	Aco018398.1		
OG0021699	Aco018403.1		
OG0021700	Aco018443.1		
OG0021701	Aco018456.1		
OG0021702	Aco030674.1		
OG0021703	Aco031541.1		
OG0021704	Aco031043.1		
OG0021705	Aco027924.1		
OG0021706	Aco026932.1		
OG0021707	Aco030593.1		
OG0021708	Aco029150.1		
OG0021709	Aco025517.1		
OG0021710	Aco030059.1		
OG0021711	Aco026452.1		
OG0021712	Aco022830.1		
OG0021713	Aco022829.1		
OG0021714	Aco028419.1		
OG0021715	Aco031380.1		
OG0021716	Aco023172.1		
