Scaffold_1;HRSCAF=1 53962
Scaffold_694;HRSCAF=1177 81866
Scaffold_695;HRSCAF=1178 53905
Scaffold_696;HRSCAF=1179 41186
Scaffold_697;HRSCAF=1180 17342
Scaffold_698;HRSCAF=1181 19897
Scaffold_699;HRSCAF=1183 28154
Scaffold_700;HRSCAF=1184 22180
Scaffold_701;HRSCAF=1185 34737
Scaffold_702;HRSCAF=1186 20642
Scaffold_703;HRSCAF=1187 13138
Scaffold_704;HRSCAF=1190 35352
Scaffold_705;HRSCAF=1191 29074
Scaffold_706;HRSCAF=1192 20986
Scaffold_707;HRSCAF=1193 24666
Scaffold_708;HRSCAF=1194 35042
Scaffold_709;HRSCAF=1197 38718
Scaffold_710;HRSCAF=1198 14021
Scaffold_711;HRSCAF=1201 17260
Scaffold_712;HRSCAF=1204 25313
Scaffold_713;HRSCAF=1205 106985
Scaffold_714;HRSCAF=1206 44982
Scaffold_715;HRSCAF=1207 44527
Scaffold_716;HRSCAF=1208 54708
Scaffold_717;HRSCAF=1209 48140
Scaffold_718;HRSCAF=1210 44911
Scaffold_719;HRSCAF=1213 33276
Scaffold_720;HRSCAF=1214 20519
Scaffold_721;HRSCAF=1218 42762
Scaffold_722;HRSCAF=1222 18141
Scaffold_723;HRSCAF=1223 46466
Scaffold_724;HRSCAF=1226 102684
Scaffold_725;HRSCAF=1227 28967
Scaffold_726;HRSCAF=1230 40902
Scaffold_727;HRSCAF=1232 19775
Scaffold_728;HRSCAF=1234 17329
Scaffold_729;HRSCAF=1235 66762
Scaffold_730;HRSCAF=1238 19633
Scaffold_731;HRSCAF=1239 24828
Scaffold_732;HRSCAF=1240 34652
Scaffold_733;HRSCAF=1241 13632
Scaffold_734;HRSCAF=1242 95914
Scaffold_735;HRSCAF=1243 14426
Scaffold_736;HRSCAF=1244 29144
Scaffold_737;HRSCAF=1247 59383
Scaffold_738;HRSCAF=1249 20776
Scaffold_739;HRSCAF=1251 26368
Scaffold_740;HRSCAF=1252 19542
Scaffold_741;HRSCAF=1254 145684
Scaffold_742;HRSCAF=1258 14884
Scaffold_743;HRSCAF=1264 23398
Scaffold_744;HRSCAF=1267 34206
Scaffold_745;HRSCAF=1269 36033
Scaffold_746;HRSCAF=1270 46636
Scaffold_747;HRSCAF=1271 19055
Scaffold_748;HRSCAF=1273 30297
Scaffold_749;HRSCAF=1274 67636
Scaffold_750;HRSCAF=1275 24511
Scaffold_751;HRSCAF=1278 21136
Scaffold_752;HRSCAF=1279 30297
Scaffold_753;HRSCAF=1280 23612
Scaffold_754;HRSCAF=1283 19684
Scaffold_755;HRSCAF=1284 19720
Scaffold_756;HRSCAF=1285 32694
Scaffold_757;HRSCAF=1286 37403
Scaffold_758;HRSCAF=1290 15142
Scaffold_759;HRSCAF=1291 28840
Scaffold_760;HRSCAF=1292 115398
Scaffold_761;HRSCAF=1296 15610
Scaffold_762;HRSCAF=1297 34102
Scaffold_763;HRSCAF=1298 56673
Scaffold_764;HRSCAF=1299 21173
Scaffold_765;HRSCAF=1301 12558
Scaffold_766;HRSCAF=1302 29717
Scaffold_767;HRSCAF=1303 29212
Scaffold_768;HRSCAF=1307 25783
Scaffold_769;HRSCAF=1309 13223
Scaffold_770;HRSCAF=1310 36389
Scaffold_771;HRSCAF=1311 25476
Scaffold_772;HRSCAF=1314 53806
Scaffold_773;HRSCAF=1316 29728
Scaffold_774;HRSCAF=1317 26226
Scaffold_775;HRSCAF=1319 63836
Scaffold_776;HRSCAF=1322 29285
Scaffold_777;HRSCAF=1323 18275
Scaffold_778;HRSCAF=1324 19725
Scaffold_779;HRSCAF=1326 21740
Scaffold_780;HRSCAF=1327 124869
Scaffold_781;HRSCAF=1329 33074
Scaffold_782;HRSCAF=1330 144251
Scaffold_783;HRSCAF=1331 92174
Scaffold_784;HRSCAF=1332 64556
Scaffold_785;HRSCAF=1334 23080
Scaffold_786;HRSCAF=1336 21606
Scaffold_787;HRSCAF=1337 55868
Scaffold_788;HRSCAF=1340 21920
Scaffold_789;HRSCAF=1341 22662
Scaffold_790;HRSCAF=1344 14428
Scaffold_791;HRSCAF=1345 16157
Scaffold_792;HRSCAF=1346 16508
Scaffold_793;HRSCAF=1347 16584
Scaffold_794;HRSCAF=1348 143139
Scaffold_795;HRSCAF=1349 25865
Scaffold_796;HRSCAF=1351 28504
Scaffold_797;HRSCAF=1354 34173
Scaffold_798;HRSCAF=1355 61905
Scaffold_799;HRSCAF=1356 33047
Scaffold_800;HRSCAF=1358 30234
Scaffold_801;HRSCAF=1359 30515
Scaffold_802;HRSCAF=1360 14962
Scaffold_803;HRSCAF=1361 130353
Scaffold_804;HRSCAF=1362 59719
Scaffold_805;HRSCAF=1363 33572
Scaffold_806;HRSCAF=1364 19672
Scaffold_807;HRSCAF=1367 24278
Scaffold_808;HRSCAF=1368 20014
Scaffold_809;HRSCAF=1371 60937
Scaffold_810;HRSCAF=1373 53446
Scaffold_811;HRSCAF=1379 44833
Scaffold_812;HRSCAF=1381 30147
Scaffold_813;HRSCAF=1383 20870
Scaffold_814;HRSCAF=1384 58352
Scaffold_815;HRSCAF=1385 54181
Scaffold_816;HRSCAF=1388 17532
Scaffold_817;HRSCAF=1389 34667
Scaffold_818;HRSCAF=1390 22638
Scaffold_819;HRSCAF=1391 19787
Scaffold_820;HRSCAF=1392 23616
Scaffold_821;HRSCAF=1393 55491
Scaffold_822;HRSCAF=1394 26610
Scaffold_823;HRSCAF=1395 31464
Scaffold_824;HRSCAF=1396 25027
Scaffold_825;HRSCAF=1399 21177
Scaffold_826;HRSCAF=1400 24396
Scaffold_827;HRSCAF=1402 30867
Scaffold_828;HRSCAF=1404 37703
Scaffold_829;HRSCAF=1405 18917
Scaffold_830;HRSCAF=1409 66099
Scaffold_831;HRSCAF=1410 84636
Scaffold_832;HRSCAF=1411 16480
Scaffold_833;HRSCAF=1419 21853
Scaffold_834;HRSCAF=1420 23905
Scaffold_835;HRSCAF=1422 20624
Scaffold_836;HRSCAF=1424 28913
Scaffold_837;HRSCAF=1425 35346
Scaffold_838;HRSCAF=1426 10196
Scaffold_839;HRSCAF=1427 56625
Scaffold_840;HRSCAF=1428 76839
Scaffold_841;HRSCAF=1430 41380
Scaffold_842;HRSCAF=1435 42112
Scaffold_843;HRSCAF=1436 15632
Scaffold_844;HRSCAF=1437 56522
Scaffold_845;HRSCAF=1438 21651
Scaffold_846;HRSCAF=1441 31636
Scaffold_847;HRSCAF=1442 23462
Scaffold_848;HRSCAF=1443 70013
Scaffold_849;HRSCAF=1444 48567
Scaffold_850;HRSCAF=1446 42388
Scaffold_851;HRSCAF=1447 59862
Scaffold_852;HRSCAF=1449 38220
Scaffold_853;HRSCAF=1452 22453
Scaffold_854;HRSCAF=1455 147268
Scaffold_855;HRSCAF=1456 43307
Scaffold_856;HRSCAF=1457 23872
Scaffold_857;HRSCAF=1459 63823
Scaffold_858;HRSCAF=1461 23857
Scaffold_859;HRSCAF=1463 27443
Scaffold_860;HRSCAF=1465 20198
Scaffold_861;HRSCAF=1466 22232
Scaffold_862;HRSCAF=1467 14963
Scaffold_863;HRSCAF=1468 35535
Scaffold_864;HRSCAF=1471 109703
Scaffold_865;HRSCAF=1473 19454
Scaffold_866;HRSCAF=1474 50996
Scaffold_867;HRSCAF=1475 27674
Scaffold_868;HRSCAF=1478 14169
Scaffold_869;HRSCAF=1479 10994
Scaffold_870;HRSCAF=1480 76877
Scaffold_871;HRSCAF=1482 31283
Scaffold_872;HRSCAF=1483 31965
Scaffold_873;HRSCAF=1486 25071
Scaffold_874;HRSCAF=1487 56683
Scaffold_875;HRSCAF=1488 17168
Scaffold_876;HRSCAF=1491 30349
Scaffold_877;HRSCAF=1492 32870
Scaffold_878;HRSCAF=1494 17271
Scaffold_879;HRSCAF=1495 22716
Scaffold_880;HRSCAF=1496 34407
Scaffold_881;HRSCAF=1497 26194
Scaffold_882;HRSCAF=1498 22988
Scaffold_883;HRSCAF=1499 37478
Scaffold_884;HRSCAF=1500 49130
Scaffold_885;HRSCAF=1501 99892
Scaffold_886;HRSCAF=1502 21747
Scaffold_887;HRSCAF=1504 19267
Scaffold_888;HRSCAF=1506 21927
Scaffold_889;HRSCAF=1507 15492
Scaffold_890;HRSCAF=1509 61101
Scaffold_891;HRSCAF=1510 37868
Scaffold_892;HRSCAF=1511 75006
Scaffold_893;HRSCAF=1512 39501
Scaffold_894;HRSCAF=1515 18149
Scaffold_895;HRSCAF=1517 19707
Scaffold_896;HRSCAF=1518 21557
Scaffold_897;HRSCAF=1519 51758
Scaffold_898;HRSCAF=1520 18356
Scaffold_899;HRSCAF=1521 55819
Scaffold_900;HRSCAF=1522 28040
Scaffold_901;HRSCAF=1524 12236
Scaffold_902;HRSCAF=1525 8020
Scaffold_903;HRSCAF=1527 22221
Scaffold_904;HRSCAF=1529 22418
Scaffold_905;HRSCAF=1530 50350
Scaffold_906;HRSCAF=1531 74678
Scaffold_907;HRSCAF=1532 28059
Scaffold_908;HRSCAF=1534 30819
Scaffold_909;HRSCAF=1537 17416
Scaffold_910;HRSCAF=1538 15913
Scaffold_911;HRSCAF=1540 22755
Scaffold_912;HRSCAF=1541 21748
Scaffold_913;HRSCAF=1542 16540
Scaffold_914;HRSCAF=1545 52105
Scaffold_915;HRSCAF=1547 35866
Scaffold_916;HRSCAF=1550 54830
Scaffold_917;HRSCAF=1553 45815
Scaffold_918;HRSCAF=1554 55834
Scaffold_919;HRSCAF=1555 59219
Scaffold_920;HRSCAF=1557 45141
Scaffold_921;HRSCAF=1558 38221
Scaffold_922;HRSCAF=1560 14452
Scaffold_923;HRSCAF=1561 26802
Scaffold_924;HRSCAF=1562 23685
Scaffold_925;HRSCAF=1563 16690
Scaffold_926;HRSCAF=1566 28777
Scaffold_927;HRSCAF=1568 29953
Scaffold_928;HRSCAF=1569 52720
Scaffold_929;HRSCAF=1570 56949
Scaffold_930;HRSCAF=1571 9296
Scaffold_931;HRSCAF=1572 29047
Scaffold_932;HRSCAF=1573 31020
Scaffold_933;HRSCAF=1574 45303
Scaffold_934;HRSCAF=1575 32329
Scaffold_935;HRSCAF=1576 29911
Scaffold_936;HRSCAF=1581 50832
Scaffold_937;HRSCAF=1582 20759
Scaffold_938;HRSCAF=1583 72827
Scaffold_939;HRSCAF=1585 23141
Scaffold_940;HRSCAF=1586 14875
Scaffold_941;HRSCAF=1587 47156
Scaffold_942;HRSCAF=1592 19955
Scaffold_943;HRSCAF=1594 16458
Scaffold_944;HRSCAF=1595 26957
Scaffold_945;HRSCAF=1596 15923
Scaffold_946;HRSCAF=1597 29427
Scaffold_947;HRSCAF=1598 20752
Scaffold_948;HRSCAF=1600 34699
Scaffold_949;HRSCAF=1603 19335
Scaffold_950;HRSCAF=1604 10774
Scaffold_951;HRSCAF=1606 24642
Scaffold_952;HRSCAF=1608 35681
Scaffold_953;HRSCAF=1610 23761
Scaffold_954;HRSCAF=1613 28816
Scaffold_955;HRSCAF=1614 23107
Scaffold_956;HRSCAF=1616 72257
Scaffold_957;HRSCAF=1617 121640
Scaffold_958;HRSCAF=1618 22371
Scaffold_959;HRSCAF=1620 28557
Scaffold_960;HRSCAF=1621 35484
Scaffold_961;HRSCAF=1622 54326
Scaffold_962;HRSCAF=1624 35692
Scaffold_963;HRSCAF=1628 48918
Scaffold_964;HRSCAF=1630 18767
Scaffold_965;HRSCAF=1631 26500
Scaffold_966;HRSCAF=1632 14605
Scaffold_967;HRSCAF=1633 11430
Scaffold_968;HRSCAF=1635 59213
Scaffold_969;HRSCAF=1639 19014
Scaffold_970;HRSCAF=1640 54677
Scaffold_971;HRSCAF=1641 43556
Scaffold_972;HRSCAF=1642 50279
Scaffold_973;HRSCAF=1643 18372
Scaffold_974;HRSCAF=1644 29074
Scaffold_975;HRSCAF=1645 23849
Scaffold_976;HRSCAF=1646 32155
Scaffold_977;HRSCAF=1647 8809
Scaffold_978;HRSCAF=1648 63651
Scaffold_979;HRSCAF=1651 25029
Scaffold_980;HRSCAF=1653 79792
Scaffold_981;HRSCAF=1654 25456
Scaffold_982;HRSCAF=1655 20545
Scaffold_983;HRSCAF=1656 18924
Scaffold_984;HRSCAF=1657 61550
Scaffold_985;HRSCAF=1658 17518
Scaffold_986;HRSCAF=1659 42022
Scaffold_987;HRSCAF=1660 26580
Scaffold_988;HRSCAF=1661 13918
Scaffold_989;HRSCAF=1662 92806
Scaffold_990;HRSCAF=1663 23404
Scaffold_991;HRSCAF=1664 22330
Scaffold_992;HRSCAF=1665 58866
Scaffold_993;HRSCAF=1666 28090
Scaffold_994;HRSCAF=1667 36225
Scaffold_995;HRSCAF=1668 38825
Scaffold_996;HRSCAF=1669 11088
Scaffold_997;HRSCAF=1670 73286
Scaffold_998;HRSCAF=1671 11019
Scaffold_999;HRSCAF=1672 46451
Scaffold_1000;HRSCAF=1673 28696
Scaffold_1001;HRSCAF=1675 20223
Scaffold_1002;HRSCAF=1677 18379
Scaffold_1003;HRSCAF=1678 34194
Scaffold_1004;HRSCAF=1679 28198
Scaffold_1005;HRSCAF=1681 15409
Scaffold_1006;HRSCAF=1682 24302
Scaffold_1007;HRSCAF=1683 30103
Scaffold_1008;HRSCAF=1684 26474
Scaffold_1009;HRSCAF=1686 5981
Scaffold_1010;HRSCAF=1687 22072
Scaffold_1011;HRSCAF=1688 41789
Scaffold_1012;HRSCAF=1689 111846
Scaffold_1013;HRSCAF=1690 68124
Scaffold_1014;HRSCAF=1691 39757
Scaffold_1015;HRSCAF=1692 60330
Scaffold_1016;HRSCAF=1693 24855
Scaffold_1017;HRSCAF=1694 26044
Scaffold_1018;HRSCAF=1695 46319
Scaffold_1019;HRSCAF=1696 24903
Scaffold_1020;HRSCAF=1697 18067
Scaffold_1021;HRSCAF=1698 27830
Scaffold_1022;HRSCAF=1699 32721
Scaffold_1023;HRSCAF=1700 44633
Scaffold_1024;HRSCAF=1701 31433
Scaffold_1025;HRSCAF=1702 25123
Scaffold_1026;HRSCAF=1703 45413
Scaffold_1027;HRSCAF=1704 10762
Scaffold_1028;HRSCAF=1707 39345
Scaffold_1029;HRSCAF=1708 19822
Scaffold_1030;HRSCAF=1709 37519
Scaffold_1031;HRSCAF=1711 33932
Scaffold_1032;HRSCAF=1712 18544
Scaffold_1033;HRSCAF=1713 34409
Scaffold_1034;HRSCAF=1714 52325
Scaffold_1035;HRSCAF=1715 27400
Scaffold_1036;HRSCAF=1717 18889
Scaffold_1037;HRSCAF=1718 12245
Scaffold_1038;HRSCAF=1719 13157
Scaffold_1039;HRSCAF=1720 57512
Scaffold_1040;HRSCAF=1722 20297
Scaffold_1041;HRSCAF=1724 17192
Scaffold_1042;HRSCAF=1725 14008
Scaffold_1043;HRSCAF=1726 124650
Scaffold_1044;HRSCAF=1727 28468
Scaffold_1045;HRSCAF=1728 41238
Scaffold_1046;HRSCAF=1729 25518
Scaffold_1047;HRSCAF=1732 13715
Scaffold_1048;HRSCAF=1733 16317
Scaffold_1049;HRSCAF=1734 20431
Scaffold_1050;HRSCAF=1736 12088
Scaffold_1051;HRSCAF=1737 24245
Scaffold_1052;HRSCAF=1738 35944
Scaffold_1053;HRSCAF=1739 53336
Scaffold_1054;HRSCAF=1741 53594
Scaffold_1055;HRSCAF=1742 29380
Scaffold_1056;HRSCAF=1743 38107
Scaffold_1057;HRSCAF=1744 17953
Scaffold_1058;HRSCAF=1745 31005
Scaffold_1059;HRSCAF=1747 25815
Scaffold_1060;HRSCAF=1748 19118
Scaffold_1061;HRSCAF=1749 38362
Scaffold_1062;HRSCAF=1750 36381
Scaffold_1063;HRSCAF=1751 26906
Scaffold_1064;HRSCAF=1752 25470
Scaffold_1065;HRSCAF=1753 26180
Scaffold_1066;HRSCAF=1754 28444
Scaffold_1067;HRSCAF=1755 40638
Scaffold_1068;HRSCAF=1756 53533
Scaffold_1069;HRSCAF=1757 37221
Scaffold_1070;HRSCAF=1758 59070
Scaffold_1071;HRSCAF=1759 29453
Scaffold_1072;HRSCAF=1760 28008
Scaffold_1073;HRSCAF=1761 50398
Scaffold_1074;HRSCAF=1762 48761
Scaffold_1075;HRSCAF=1763 25282
Scaffold_1076;HRSCAF=1764 18325
Scaffold_1077;HRSCAF=1765 37859
Scaffold_1078;HRSCAF=1766 28838
Scaffold_1079;HRSCAF=1767 26691
Scaffold_1080;HRSCAF=1768 49781
Scaffold_1081;HRSCAF=1769 33098
Scaffold_1082;HRSCAF=1770 28973
Scaffold_1083;HRSCAF=1771 45808
Scaffold_1084;HRSCAF=1772 18039
Scaffold_1085;HRSCAF=1773 19846
Scaffold_1086;HRSCAF=1774 24280
Scaffold_1087;HRSCAF=1775 22123
Scaffold_1088;HRSCAF=1776 15456
Scaffold_1089;HRSCAF=1778 15776
Scaffold_1090;HRSCAF=1779 17940
Scaffold_1091;HRSCAF=1780 42807
Scaffold_1092;HRSCAF=1781 24334
Scaffold_1093;HRSCAF=1782 19491
Scaffold_1094;HRSCAF=1783 22282
Scaffold_1095;HRSCAF=1784 23216
Scaffold_1096;HRSCAF=1785 28314
Scaffold_1097;HRSCAF=1786 21049
Scaffold_1098;HRSCAF=1787 20532
Scaffold_1099;HRSCAF=1788 25071
Scaffold_1100;HRSCAF=1789 21559
Scaffold_1101;HRSCAF=1790 35720
Scaffold_1102;HRSCAF=1791 16282
Scaffold_1103;HRSCAF=1792 28050
Scaffold_1104;HRSCAF=1793 36195
Scaffold_1105;HRSCAF=1794 21966
Scaffold_1106;HRSCAF=1795 23683
Scaffold_1107;HRSCAF=1796 19695
Scaffold_1108;HRSCAF=1797 11190
Scaffold_1109;HRSCAF=1798 69983
Scaffold_1110;HRSCAF=1799 11913
Scaffold_1111;HRSCAF=1800 20314
Scaffold_1112;HRSCAF=1801 17795
Scaffold_1113;HRSCAF=1802 16957
Scaffold_1114;HRSCAF=1803 21206
Scaffold_1115;HRSCAF=1804 21766
Scaffold_1116;HRSCAF=1805 22092
Scaffold_1117;HRSCAF=1806 13911
Scaffold_1118;HRSCAF=1807 21975
Scaffold_1119;HRSCAF=1808 18819
Scaffold_1120;HRSCAF=1809 48249
Scaffold_1121;HRSCAF=1811 27831
Scaffold_1122;HRSCAF=1812 17670
Scaffold_1123;HRSCAF=1813 29496
Scaffold_1124;HRSCAF=1814 19086
Scaffold_1125;HRSCAF=1815 21388
Scaffold_1126;HRSCAF=1816 12870
Scaffold_1127;HRSCAF=1817 20552
Scaffold_1128;HRSCAF=1818 31902
Scaffold_1129;HRSCAF=1819 19370
Scaffold_1130;HRSCAF=1820 20973
Scaffold_1131;HRSCAF=1821 72681
Scaffold_1132;HRSCAF=1822 10943
Scaffold_1133;HRSCAF=1823 3454
Scaffold_1134;HRSCAF=1824 13569
Scaffold_1135;HRSCAF=1825 23714
Scaffold_1136;HRSCAF=1826 10838
Scaffold_1137;HRSCAF=1827 12291
Scaffold_1138;HRSCAF=1828 23830
Scaffold_1139;HRSCAF=1829 18371
Scaffold_1140;HRSCAF=1830 10163
Scaffold_1141;HRSCAF=1831 21706
Scaffold_1142;HRSCAF=1832 15334
Scaffold_1143;HRSCAF=1833 2276
Scaffold_1144;HRSCAF=1834 12041
Scaffold_1145;HRSCAF=1835 18258
Scaffold_1146;HRSCAF=1836 50361
Scaffold_1147;HRSCAF=1837 12039
Scaffold_1148;HRSCAF=1838 15637
Scaffold_1149;HRSCAF=1839 16746
Scaffold_1150;HRSCAF=1840 10370
Scaffold_1151;HRSCAF=1841 20320
Scaffold_1152;HRSCAF=1842 13597
Scaffold_1153;HRSCAF=1843 8742
Scaffold_1154;HRSCAF=1844 30382
Scaffold_1155;HRSCAF=1845 10915
Scaffold_1156;HRSCAF=1846 12367
Scaffold_1157;HRSCAF=1847 14817
Scaffold_1158;HRSCAF=1848 17256
Scaffold_1159;HRSCAF=1849 10903
Scaffold_1160;HRSCAF=1850 11562
Scaffold_1161;HRSCAF=1851 12189
Scaffold_1162;HRSCAF=1852 15594
Scaffold_1163;HRSCAF=1853 13400
Scaffold_1164;HRSCAF=1854 14290
Scaffold_1165;HRSCAF=1855 10492
Scaffold_1166;HRSCAF=1856 3332
Scaffold_1167;HRSCAF=1857 21189
Scaffold_1168;HRSCAF=1858 14491
Scaffold_1169;HRSCAF=1859 18182
Scaffold_1170;HRSCAF=1860 13358
Scaffold_1171;HRSCAF=1861 11372
Scaffold_1172;HRSCAF=1862 31241
Scaffold_1173;HRSCAF=1863 15589
Scaffold_1174;HRSCAF=1864 15913
Scaffold_1175;HRSCAF=1865 13378
Scaffold_1176;HRSCAF=1866 9664
Scaffold_1177;HRSCAF=1867 17195
Scaffold_1178;HRSCAF=1868 1370
Scaffold_1179;HRSCAF=1869 3980
Scaffold_1180;HRSCAF=1870 18521
Scaffold_1181;HRSCAF=1871 18307
Scaffold_1182;HRSCAF=1872 17978
Scaffold_1183;HRSCAF=1873 12816
Scaffold_1184;HRSCAF=1874 12816
Scaffold_1185;HRSCAF=1875 27063
Scaffold_1186;HRSCAF=1876 16314
Scaffold_1187;HRSCAF=1877 17876
Scaffold_1188;HRSCAF=1878 2497
Scaffold_1189;HRSCAF=1879 12038
Scaffold_1190;HRSCAF=1880 11782
Scaffold_1191;HRSCAF=1881 12083
Scaffold_1192;HRSCAF=1882 2021
Scaffold_1193;HRSCAF=1883 12781
Scaffold_1194;HRSCAF=1884 12561
Scaffold_1195;HRSCAF=1885 3339
Scaffold_1196;HRSCAF=1886 10821
Scaffold_1197;HRSCAF=1887 10376
Scaffold_1198;HRSCAF=1888 13368
Scaffold_1199;HRSCAF=1889 11238
Scaffold_1200;HRSCAF=1890 2251
Scaffold_1201;HRSCAF=1891 11446
Scaffold_1202;HRSCAF=1892 2445
Scaffold_1203;HRSCAF=1893 13146
Scaffold_1204;HRSCAF=1894 17011
Scaffold_1205;HRSCAF=1895 20879
Scaffold_1206;HRSCAF=1896 11951
Scaffold_1207;HRSCAF=1897 14334
Scaffold_1208;HRSCAF=1898 14105
Scaffold_1209;HRSCAF=1899 12527
Scaffold_1210;HRSCAF=1900 14463
Scaffold_1211;HRSCAF=1901 17051
Scaffold_1212;HRSCAF=1902 6642
Scaffold_1213;HRSCAF=1903 7784
Scaffold_1214;HRSCAF=1904 10976
Scaffold_1215;HRSCAF=1905 10101
Scaffold_1216;HRSCAF=1906 10544
Scaffold_1217;HRSCAF=1907 14650
Scaffold_1218;HRSCAF=1908 11035
Scaffold_1219;HRSCAF=1909 11166
Scaffold_1220;HRSCAF=1910 1530
Scaffold_1221;HRSCAF=1911 11539
Scaffold_1222;HRSCAF=1912 1536
Scaffold_1223;HRSCAF=1913 10075
Scaffold_1224;HRSCAF=1914 3867
Scaffold_1225;HRSCAF=1915 10810
Scaffold_1226;HRSCAF=1916 5969
Scaffold_1227;HRSCAF=1917 12729
Scaffold_1228;HRSCAF=1918 10820
Scaffold_1229;HRSCAF=1919 7572
Scaffold_1230;HRSCAF=1920 11599
Scaffold_1231;HRSCAF=1921 10555
Scaffold_1232;HRSCAF=1922 8735
Scaffold_1233;HRSCAF=1923 11034
Scaffold_1234;HRSCAF=1924 10184
Scaffold_1235;HRSCAF=1925 10990
Scaffold_1236;HRSCAF=1926 6193
Scaffold_1237;HRSCAF=1927 9040
Scaffold_1238;HRSCAF=1928 12025
Scaffold_1239;HRSCAF=1929 10578
Scaffold_1240;HRSCAF=1930 12453
Scaffold_1241;HRSCAF=1931 11683
Scaffold_1242;HRSCAF=1932 14492
Scaffold_1243;HRSCAF=1933 11157
Scaffold_1244;HRSCAF=1934 10375
Scaffold_1245;HRSCAF=1935 3285
Scaffold_1246;HRSCAF=1936 21534
Scaffold_1247;HRSCAF=1937 9961
Scaffold_1248;HRSCAF=1938 11720
Scaffold_1249;HRSCAF=1939 11323
Scaffold_1250;HRSCAF=1940 3517
Scaffold_1251;HRSCAF=1941 2865
Scaffold_1252;HRSCAF=1942 2985
Scaffold_1253;HRSCAF=1943 11799
Scaffold_1254;HRSCAF=1944 12934
Scaffold_1255;HRSCAF=1945 11801
Scaffold_1256;HRSCAF=1946 11291
Scaffold_1257;HRSCAF=1947 2532
Scaffold_1258;HRSCAF=1948 10934
Scaffold_1259;HRSCAF=1949 15079
Scaffold_1260;HRSCAF=1950 11708
Scaffold_1261;HRSCAF=1951 10191
Scaffold_1262;HRSCAF=1952 4469
Scaffold_1263;HRSCAF=1953 11976
Scaffold_1264;HRSCAF=1954 8850
Scaffold_1265;HRSCAF=1955 9537
Scaffold_1266;HRSCAF=1956 3485
Scaffold_1267;HRSCAF=1957 4738
Scaffold_1268;HRSCAF=1958 18664
Scaffold_1269;HRSCAF=1959 4839
Scaffold_1270;HRSCAF=1960 10440
Scaffold_1271;HRSCAF=1961 14324
Scaffold_1272;HRSCAF=1962 7008
Scaffold_1273;HRSCAF=1963 3177
Scaffold_1274;HRSCAF=1964 13330
Scaffold_1275;HRSCAF=1965 13380
Scaffold_1276;HRSCAF=1966 8103
Scaffold_1277;HRSCAF=1967 10996
Scaffold_1278;HRSCAF=1968 11671
Scaffold_1279;HRSCAF=1969 12894
Scaffold_1280;HRSCAF=1970 9688
Scaffold_1281;HRSCAF=1971 9909
Scaffold_1282;HRSCAF=1972 5621
Scaffold_1283;HRSCAF=1973 9791
Scaffold_1284;HRSCAF=1974 7657
Scaffold_1285;HRSCAF=1975 5125
Scaffold_1286;HRSCAF=1976 1514
Scaffold_1287;HRSCAF=1977 11846
Scaffold_1288;HRSCAF=1978 1821
Scaffold_1289;HRSCAF=1979 5843
Scaffold_1290;HRSCAF=1980 1531
Scaffold_1291;HRSCAF=1981 11056
Scaffold_1292;HRSCAF=1982 10957
Scaffold_1293;HRSCAF=1983 11066
Scaffold_1294;HRSCAF=1984 10583
Scaffold_1295;HRSCAF=1985 6225
Scaffold_1296;HRSCAF=1986 11213
Scaffold_1297;HRSCAF=1987 3156
Scaffold_1298;HRSCAF=1988 2775
Scaffold_1299;HRSCAF=1989 7167
Scaffold_1300;HRSCAF=1990 2488
Scaffold_1301;HRSCAF=1991 1435
Scaffold_1302;HRSCAF=1992 9551
Scaffold_1303;HRSCAF=1993 6070
Scaffold_1304;HRSCAF=1994 9673
Scaffold_1305;HRSCAF=1995 11163
Scaffold_1306;HRSCAF=1996 6162
Scaffold_1307;HRSCAF=1997 5719
Scaffold_1308;HRSCAF=1998 6334
Scaffold_1309;HRSCAF=1999 10561
Scaffold_1310;HRSCAF=2000 11873
Scaffold_1311;HRSCAF=2001 12703
Scaffold_1312;HRSCAF=2002 6388
Scaffold_1313;HRSCAF=2003 4953
Scaffold_1314;HRSCAF=2004 6302
Scaffold_1315;HRSCAF=2005 5264
Scaffold_1316;HRSCAF=2006 10454
Scaffold_1317;HRSCAF=2007 10761
Scaffold_1318;HRSCAF=2008 13524
Scaffold_1319;HRSCAF=2009 13495
Scaffold_1320;HRSCAF=2010 12278
Scaffold_1321;HRSCAF=2011 7807
Scaffold_1322;HRSCAF=2012 5788
Scaffold_1323;HRSCAF=2013 4394
Scaffold_1324;HRSCAF=2014 11603
Scaffold_1325;HRSCAF=2015 9925
Scaffold_1326;HRSCAF=2016 9578
Scaffold_1327;HRSCAF=2017 9528
Scaffold_1328;HRSCAF=2018 10105
Scaffold_1329;HRSCAF=2019 8704
Scaffold_1330;HRSCAF=2020 1989
Scaffold_1331;HRSCAF=2021 13343
Scaffold_1332;HRSCAF=2022 2640
Scaffold_1333;HRSCAF=2023 10650
Scaffold_1334;HRSCAF=2024 14028
Scaffold_1335;HRSCAF=2025 10059
Scaffold_1336;HRSCAF=2026 12320
Scaffold_1337;HRSCAF=2027 2242
Scaffold_1338;HRSCAF=2028 1340
Scaffold_1339;HRSCAF=2029 4539
Scaffold_1340;HRSCAF=2030 3448
Scaffold_1341;HRSCAF=2031 2091
Scaffold_1342;HRSCAF=2032 14868
