Category	ID	Term	adj_pval	Orthogroups	Genes
BP	GO:0016192	vesicle-mediated transport	0.0154	OG0001045, OG0001299, OG0006481, OG0001949, OG0012668, OG0000741, OG0001653, OG0001752, OG0005074, OG0009818, OG0000760, OG0000014, OG0008652, OG0000995, OG0008709, OG0012511, OG0012492, OG0018453, OG0001749, OG0002524, OG0002755, OG0013548, OG0013539, OG0006169, OG0001143, OG0001637, OG0012350, OG0019116, OG0010485, OG0010418, OG0019124, OG0015493, OG0001665, OG0001291, OG0016732, OG0007129, OG0012883, OG0016858, OG0002091, OG0003460, OG0013209, OG0013482, OG0001261, OG0013975, OG0001264, OG0004347, OG0002159, OG0001691, OG0009073, OG0005709, OG0005773, OG0001257, OG0000763, OG0001885, OG0006047, OG0019232, OG0003410, OG0004441, OG0009055, OG0010129, OG0001449, OG0010223, OG0015047, OG0004223, OG0012930, OG0012902, OG0015850, OG0001722, OG0016812, OG0007848, OG0004468, OG0012226, OG0004418, OG0012068, OG0007435, OG0007317, OG0017215, OG0002924, OG0011570, OG0011576, OG0011574, OG0011482, OG0001379, OG0013023, OG0000812, OG0001435, OG0016892, OG0008803, OG0016899, OG0008872, OG0000769, OG0009498, OG0001489, OG0010000, OG0010022, OG0010079, OG0010119, OG0015710, OG0015726, OG0005382, OG0019030, OG0002699, OG0000317, OG0006898, OG0006836, OG0003130, OG0019586, OG0002265, OG0010564, OG0004764, OG0013867, OG0018300, OG0009245, OG0009133, OG0009411, OG0002551, OG0016030	Tfasc_v1.00127, Tfasc_v1.01159, Tfasc_v1.01218, Tfasc_v1.01425, Tfasc_v1.02018, Tfasc_v1.02143, Tfasc_v1.02171, Tfasc_v1.02256, Tfasc_v1.02325, Tfasc_v1.03052, Tfasc_v1.03367, Tfasc_v1.03790, Tfasc_v1.04350, Tfasc_v1.04582, Tfasc_v1.04775, Tfasc_v1.04920, Tfasc_v1.04983, Tfasc_v1.05321, Tfasc_v1.05436, Tfasc_v1.05572, Tfasc_v1.05771, Tfasc_v1.06116, Tfasc_v1.06124, Tfasc_v1.06306, Tfasc_v1.06549, Tfasc_v1.06592, Tfasc_v1.06683, Tfasc_v1.06746, Tfasc_v1.07614, Tfasc_v1.07615, Tfasc_v1.07712, Tfasc_v1.07853, Tfasc_v1.07896, Tfasc_v1.08304, Tfasc_v1.08630, Tfasc_v1.08824, Tfasc_v1.08867, Tfasc_v1.09242, Tfasc_v1.09447, Tfasc_v1.09448, Tfasc_v1.09649, Tfasc_v1.10695, Tfasc_v1.11228, Tfasc_v1.11338, Tfasc_v1.11677, Tfasc_v1.12255, Tfasc_v1.12276, Tfasc_v1.12346, Tfasc_v1.12440, Tfasc_v1.12444, Tfasc_v1.12913, Tfasc_v1.12982, Tfasc_v1.13598, Tfasc_v1.13819, Tfasc_v1.14059, Tfasc_v1.14262, Tfasc_v1.14413, Tfasc_v1.14416, Tfasc_v1.14472, Tfasc_v1.14489, Tfasc_v1.15082, Tfasc_v1.15893, Tfasc_v1.16114, Tfasc_v1.16527, Tfasc_v1.17478, Tfasc_v1.17668, Tfasc_v1.17678, Tfasc_v1.17961, Tfasc_v1.18252, Tfasc_v1.18409, Tfasc_v1.18458, Tfasc_v1.18522, Tfasc_v1.18523, Tfasc_v1.19252, Tfasc_v1.20296, Tfasc_v1.20396, Tfasc_v1.20442, Tfasc_v1.21274, Tfasc_v1.21336, Tfasc_v1.21421, Tfasc_v1.21487, Tfasc_v1.21531, Tfasc_v1.22464, Tfasc_v1.22674, Tfasc_v1.22924, Tfasc_v1.22930, Tfasc_v1.22941, Tfasc_v1.22944, Tfasc_v1.22946, Tfasc_v1.23111, Tfasc_v1.23234, Tfasc_v1.23656, Tfasc_v1.23713, Tfasc_v1.23961, Tfasc_v1.23996, Tfasc_v1.24080, Tfasc_v1.24123, Tfasc_v1.24164, Tfasc_v1.24201, Tfasc_v1.25115, Tfasc_v1.25235, Tfasc_v1.25363, Tfasc_v1.26612, Tfasc_v1.26653, Tfasc_v1.26774, Tfasc_v1.26836, Tfasc_v1.26845, Tfasc_v1.26891, Tfasc_v1.26919, Tfasc_v1.27400, Tfasc_v1.27475, Tfasc_v1.27476, Tfasc_v1.27630, Tfasc_v1.27691, Tfasc_v1.27720, Tfasc_v1.27794, Tfasc_v1.27985, Tfasc_v1.28217, Tfasc_v1.28604, Tfasc_v1.28823, Tfasc_v1.29190, Tfasc_v1.29212, Tfasc_v1.29278, Tfasc_v1.29307, Tfasc_v1.29712, Tfasc_v1.30182, Tfasc_v1.30426, Tfasc_v1.30695
BP	GO:0015031	protein transport	0.01687	OG0001045, OG0010754, OG0011656, OG0000950, OG0001949, OG0006600, OG0018782, OG0012615, OG0004582, OG0012668, OG0013253, OG0000741, OG0002488, OG0001653, OG0001752, OG0005074, OG0009833, OG0003820, OG0009818, OG0000760, OG0009899, OG0001167, OG0017958, OG0015790, OG0008652, OG0010789, OG0008579, OG0000999, OG0012492, OG0001749, OG0002524, OG0002755, OG0013548, OG0013539, OG0006169, OG0006128, OG0015544, OG0001093, OG0001637, OG0015193, OG0019116, OG0010429, OG0010418, OG0019124, OG0001665, OG0001291, OG0007129, OG0007200, OG0001889, OG0012883, OG0008439, OG0002068, OG0016858, OG0002091, OG0013399, OG0018063, OG0000018, OG0013209, OG0011006, OG0010971, OG0010868, OG0013968, OG0001261, OG0013975, OG0001264, OG0004347, OG0005104, OG0002159, OG0001691, OG0010345, OG0005797, OG0000711, OG0005852, OG0001257, OG0005951, OG0005948, OG0000763, OG0006038, OG0019232, OG0014947, OG0008098, OG0008135, OG0008148, OG0014732, OG0001461, OG0014361, OG0009693, OG0009055, OG0011404, OG0003423, OG0017572, OG0014458, OG0010129, OG0002077, OG0001449, OG0010223, OG0014873, OG0014875, OG0015047, OG0015043, OG0001071, OG0012930, OG0012902, OG0001714, OG0015808, OG0001722, OG0019506, OG0011200, OG0019514, OG0007759, OG0016812, OG0018543, OG0016075, OG0018546, OG0000198, OG0004470, OG0012235, OG0012226, OG0004418, OG0004417, OG0007435, OG0007354, OG0005261, OG0017215, OG0002924, OG0011570, OG0011482, OG0011860, OG0013023, OG0000812, OG0002113, OG0001435, OG0016892, OG0008803, OG0016899, OG0008872, OG0000769, OG0000623, OG0001489, OG0015438, OG0004898, OG0009957, OG0001518, OG0010000, OG0010079, OG0010119, OG0015726, OG0005382, OG0002699, OG0000317, OG0006836, OG0016694, OG0006726, OG0019586, OG0014862, OG0002265, OG0002256, OG0010564, OG0003929, OG0004140, OG0018300, OG0009245, OG0009411, OG0009422	Tfasc_v1.00127, Tfasc_v1.00192, Tfasc_v1.00241, Tfasc_v1.00288, Tfasc_v1.01425, Tfasc_v1.01446, Tfasc_v1.01861, Tfasc_v1.01903, Tfasc_v1.02004, Tfasc_v1.02018, Tfasc_v1.02051, Tfasc_v1.02143, Tfasc_v1.02159, Tfasc_v1.02171, Tfasc_v1.02256, Tfasc_v1.02325, Tfasc_v1.02987, Tfasc_v1.03049, Tfasc_v1.03052, Tfasc_v1.03367, Tfasc_v1.03424, Tfasc_v1.03425, Tfasc_v1.03953, Tfasc_v1.04148, Tfasc_v1.04350, Tfasc_v1.04416, Tfasc_v1.04503, Tfasc_v1.04738, Tfasc_v1.04983, Tfasc_v1.05436, Tfasc_v1.05572, Tfasc_v1.05771, Tfasc_v1.06116, Tfasc_v1.06124, Tfasc_v1.06306, Tfasc_v1.06406, Tfasc_v1.06526, Tfasc_v1.06592, Tfasc_v1.06650, Tfasc_v1.06683, Tfasc_v1.07365, Tfasc_v1.07614, Tfasc_v1.07701, Tfasc_v1.07712, Tfasc_v1.07853, Tfasc_v1.08304, Tfasc_v1.08630, Tfasc_v1.08867, Tfasc_v1.08985, Tfasc_v1.09182, Tfasc_v1.09242, Tfasc_v1.09287, Tfasc_v1.09312, Tfasc_v1.09447, Tfasc_v1.09448, Tfasc_v1.10183, Tfasc_v1.10184, Tfasc_v1.10193, Tfasc_v1.10695, Tfasc_v1.10777, Tfasc_v1.10835, Tfasc_v1.11033, Tfasc_v1.11228, Tfasc_v1.11279, Tfasc_v1.11326, Tfasc_v1.12245, Tfasc_v1.12255, Tfasc_v1.12276, Tfasc_v1.12346, Tfasc_v1.12440, Tfasc_v1.12444, Tfasc_v1.12878, Tfasc_v1.12913, Tfasc_v1.12982, Tfasc_v1.13288, Tfasc_v1.13976, Tfasc_v1.14108, Tfasc_v1.14148, Tfasc_v1.14262, Tfasc_v1.14308, Tfasc_v1.14312, Tfasc_v1.14413, Tfasc_v1.14476, Tfasc_v1.14489, Tfasc_v1.14618, Tfasc_v1.15198, Tfasc_v1.15295, Tfasc_v1.15606, Tfasc_v1.15641, Tfasc_v1.15677, Tfasc_v1.16010, Tfasc_v1.16114, Tfasc_v1.16144, Tfasc_v1.16527, Tfasc_v1.17213, Tfasc_v1.17337, Tfasc_v1.17371, Tfasc_v1.17454, Tfasc_v1.17478, Tfasc_v1.17608, Tfasc_v1.17668, Tfasc_v1.17678, Tfasc_v1.17825, Tfasc_v1.17861, Tfasc_v1.17961, Tfasc_v1.18006, Tfasc_v1.18340, Tfasc_v1.18409, Tfasc_v1.18458, Tfasc_v1.18523, Tfasc_v1.18572, Tfasc_v1.18610, Tfasc_v1.19252, Tfasc_v1.19476, Tfasc_v1.19500, Tfasc_v1.19632, Tfasc_v1.20259, Tfasc_v1.20296, Tfasc_v1.20396, Tfasc_v1.20969, Tfasc_v1.21040, Tfasc_v1.21043, Tfasc_v1.21153, Tfasc_v1.21225, Tfasc_v1.21299, Tfasc_v1.21336, Tfasc_v1.21421, Tfasc_v1.21487, Tfasc_v1.21501, Tfasc_v1.22464, Tfasc_v1.22619, Tfasc_v1.22845, Tfasc_v1.22924, Tfasc_v1.22930, Tfasc_v1.22941, Tfasc_v1.23111, Tfasc_v1.23370, Tfasc_v1.23656, Tfasc_v1.23713, Tfasc_v1.23950, Tfasc_v1.23961, Tfasc_v1.23996, Tfasc_v1.24080, Tfasc_v1.24123, Tfasc_v1.24164, Tfasc_v1.24201, Tfasc_v1.25115, Tfasc_v1.25212, Tfasc_v1.25363, Tfasc_v1.25905, Tfasc_v1.26256, Tfasc_v1.26515, Tfasc_v1.26552, Tfasc_v1.26612, Tfasc_v1.26774, Tfasc_v1.26836, Tfasc_v1.26845, Tfasc_v1.26919, Tfasc_v1.27400, Tfasc_v1.27476, Tfasc_v1.27630, Tfasc_v1.27794, Tfasc_v1.27867, Tfasc_v1.27992, Tfasc_v1.28217, Tfasc_v1.28319, Tfasc_v1.28604, Tfasc_v1.28713, Tfasc_v1.28823, Tfasc_v1.28895, Tfasc_v1.29215, Tfasc_v1.29278, Tfasc_v1.29307, Tfasc_v1.30182, Tfasc_v1.30245
BP	GO:0018344	protein geranylgeranylation	0.01977	OG0006090, OG0012883, OG0008126, OG0003763	Tfasc_v1.06433, Tfasc_v1.09242, Tfasc_v1.15279, Tfasc_v1.25014
BP	GO:0016540	protein autoprocessing	0.01978	OG0005386, OG0012953	Tfasc_v1.05294, Tfasc_v1.05298, Tfasc_v1.18365
BP	GO:1902047	polyamine transmembrane transport	0.01978	OG0010707, OG0001074	Tfasc_v1.12047, Tfasc_v1.22984, Tfasc_v1.23004
BP	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.01978	OG0006456, OG0009685, OG0007834	Tfasc_v1.01160, Tfasc_v1.16136, Tfasc_v1.20412
BP	GO:0031930	mitochondria-nucleus signaling pathway	0.01978	OG0018349, OG0004712	Tfasc_v1.00181, Tfasc_v1.13081, Tfasc_v1.13089
BP	GO:0045046	protein import into peroxisome membrane	0.01978	OG0013399, OG0018063, OG0000018	Tfasc_v1.10183, Tfasc_v1.10184, Tfasc_v1.10193
BP	GO:0043001	Golgi to plasma membrane protein transport	0.01978	OG0001449, OG0010223	Tfasc_v1.17668, Tfasc_v1.17678, Tfasc_v1.24123
BP	GO:0045901	positive regulation of translational elongation	0.01978	OG0000609, OG0016797	Tfasc_v1.04667, Tfasc_v1.12077, Tfasc_v1.20009
BP	GO:0045905	positive regulation of translational termination	0.01978	OG0000609, OG0016797	Tfasc_v1.04667, Tfasc_v1.12077, Tfasc_v1.20009
BP	GO:0019464	glycine decarboxylation via glycine cleavage system	0.01978	OG0008763, OG0009565, OG0015726	Tfasc_v1.23984, Tfasc_v1.25085, Tfasc_v1.26919
BP	GO:0010207	photosystem II assembly	0.02069	OG0008661, OG0011006, OG0009014, OG0011593, OG0008787, OG0008878	Tfasc_v1.04337, Tfasc_v1.10777, Tfasc_v1.16415, Tfasc_v1.22894, Tfasc_v1.24035, Tfasc_v1.24218
BP	GO:0120009	intermembrane lipid transfer	0.0207	OG0007274, OG0014654, OG0000638, OG0012966, OG0018882	Tfasc_v1.09164, Tfasc_v1.15517, Tfasc_v1.21671, Tfasc_v1.23489, Tfasc_v1.30130
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.02318	OG0004203, OG0011627, OG0006468, OG0006485, OG0013782, OG0004582, OG0015872, OG0009803, OG0000429, OG0001167, OG0008574, OG0008694, OG0017549, OG0017550, OG0015142, OG0012838, OG0014264, OG0015193, OG0011088, OG0003223, OG0003233, OG0001099, OG0001376, OG0016398, OG0003718, OG0001444, OG0010734, OG0011748, OG0012682, OG0015136, OG0005724, OG0005749, OG0008070, OG0008132, OG0009781, OG0014051, OG0014577, OG0008938, OG0003733, OG0014258, OG0014914, OG0013701, OG0009976, OG0010025, OG0010049, OG0010064, OG0010100, OG0010114, OG0012280, OG0009244, OG0014810, OG0003644, OG0013423	Tfasc_v1.00089, Tfasc_v1.00152, Tfasc_v1.01196, Tfasc_v1.01224, Tfasc_v1.01718, Tfasc_v1.02004, Tfasc_v1.02587, Tfasc_v1.03075, Tfasc_v1.03383, Tfasc_v1.03425, Tfasc_v1.04509, Tfasc_v1.04760, Tfasc_v1.05224, Tfasc_v1.05225, Tfasc_v1.05300, Tfasc_v1.06890, Tfasc_v1.07317, Tfasc_v1.07365, Tfasc_v1.08038, Tfasc_v1.08939, Tfasc_v1.08997, Tfasc_v1.10555, Tfasc_v1.11052, Tfasc_v1.11283, Tfasc_v1.11458, Tfasc_v1.11833, Tfasc_v1.12002, Tfasc_v1.12327, Tfasc_v1.12609, Tfasc_v1.13453, Tfasc_v1.13848, Tfasc_v1.14100, Tfasc_v1.14666, Tfasc_v1.15153, Tfasc_v1.15289, Tfasc_v1.16308, Tfasc_v1.17350, Tfasc_v1.18697, Tfasc_v1.24328, Tfasc_v1.25297, Tfasc_v1.25561, Tfasc_v1.25568, Tfasc_v1.26280, Tfasc_v1.26559, Tfasc_v1.26655, Tfasc_v1.26728, Tfasc_v1.26743, Tfasc_v1.26813, Tfasc_v1.26831, Tfasc_v1.28463, Tfasc_v1.28831, Tfasc_v1.29314, Tfasc_v1.29505, Tfasc_v1.29723, Tfasc_v1.30628
BP	GO:0010150	leaf senescence	0.02412	OG0006638, OG0012191, OG0017313, OG0011073, OG0007206, OG0010335, OG0007430, OG0011513, OG0016984, OG0010280	Tfasc_v1.01523, Tfasc_v1.01786, Tfasc_v1.06665, Tfasc_v1.08062, Tfasc_v1.09016, Tfasc_v1.13253, Tfasc_v1.22469, Tfasc_v1.23069, Tfasc_v1.25080, Tfasc_v1.28976
BP	GO:0006970	response to osmotic stress	0.02653	OG0001313, OG0009917, OG0008661, OG0015881, OG0017487, OG0006223, OG0013132, OG0008396, OG0010335, OG0009073, OG0005859, OG0001881, OG0019234, OG0014923, OG0009703, OG0009761, OG0013815, OG0015123, OG0004678, OG0007620, OG0007466, OG0011502, OG0008857, OG0008878, OG0014616, OG0016984, OG0015712, OG0003162, OG0016683	Tfasc_v1.01449, Tfasc_v1.03396, Tfasc_v1.04337, Tfasc_v1.05438, Tfasc_v1.06128, Tfasc_v1.06145, Tfasc_v1.07594, Tfasc_v1.09376, Tfasc_v1.13253, Tfasc_v1.13598, Tfasc_v1.14151, Tfasc_v1.14317, Tfasc_v1.14533, Tfasc_v1.14552, Tfasc_v1.16168, Tfasc_v1.16279, Tfasc_v1.16777, Tfasc_v1.16779, Tfasc_v1.19305, Tfasc_v1.19871, Tfasc_v1.22392, Tfasc_v1.23088, Tfasc_v1.24176, Tfasc_v1.24218, Tfasc_v1.24813, Tfasc_v1.25080, Tfasc_v1.26887, Tfasc_v1.27689, Tfasc_v1.28006
BP	GO:0006974	cellular response to DNA damage stimulus	0.02714	OG0018783, OG0015392, OG0004088, OG0012121, OG0013338, OG0009840, OG0013576, OG0015214, OG0008617, OG0006257, OG0001278, OG0012354, OG0013143, OG0010439, OG0018953, OG0007129, OG0003233, OG0007230, OG0008340, OG0008290, OG0010916, OG0010879, OG0010855, OG0001444, OG0011759, OG0019194, OG0005914, OG0005915, OG0005922, OG0007902, OG0008011, OG0019492, OG0001404, OG0011174, OG0004186, OG0002039, OG0012070, OG0018175, OG0007414, OG0011956, OG0000751, OG0008869, OG0008921, OG0016174, OG0011437, OG0003875, OG0010064, OG0006947, OG0010550, OG0010567, OG0014332, OG0015334	Tfasc_v1.01858, Tfasc_v1.02260, Tfasc_v1.02321, Tfasc_v1.02407, Tfasc_v1.02410, Tfasc_v1.02943, Tfasc_v1.03604, Tfasc_v1.03939, Tfasc_v1.04442, Tfasc_v1.06017, Tfasc_v1.06184, Tfasc_v1.06752, Tfasc_v1.07576, Tfasc_v1.07685, Tfasc_v1.08447, Tfasc_v1.08867, Tfasc_v1.08997, Tfasc_v1.09054, Tfasc_v1.09459, Tfasc_v1.09559, Tfasc_v1.10918, Tfasc_v1.11004, Tfasc_v1.11060, Tfasc_v1.11833, Tfasc_v1.12362, Tfasc_v1.13766, Tfasc_v1.14230, Tfasc_v1.14240, Tfasc_v1.14251, Tfasc_v1.14666, Tfasc_v1.14833, Tfasc_v1.15034, Tfasc_v1.15952, Tfasc_v1.17288, Tfasc_v1.19410, Tfasc_v1.19512, Tfasc_v1.20179, Tfasc_v1.21511, Tfasc_v1.21975, Tfasc_v1.22494, Tfasc_v1.23182, Tfasc_v1.23422, Tfasc_v1.23989, Tfasc_v1.24197, Tfasc_v1.24289, Tfasc_v1.24780, Tfasc_v1.26052, Tfasc_v1.26681, Tfasc_v1.26743, Tfasc_v1.27551, Tfasc_v1.28770, Tfasc_v1.28825, Tfasc_v1.30361, Tfasc_v1.30498
BP	GO:0035335	peptidyl-tyrosine dephosphorylation	0.03089	OG0007273, OG0012558, OG0010333, OG0005275, OG0015042, OG0002024, OG0003562, OG0018258	Tfasc_v1.09148, Tfasc_v1.12652, Tfasc_v1.13250, Tfasc_v1.13401, Tfasc_v1.18009, Tfasc_v1.22315, Tfasc_v1.23953, Tfasc_v1.25409
BP	GO:0042147	retrograde transport, endosome to Golgi	0.03121	OG0000741, OG0012492, OG0002755, OG0012350, OG0001435, OG0002265	Tfasc_v1.02143, Tfasc_v1.04983, Tfasc_v1.05771, Tfasc_v1.06592, Tfasc_v1.06746, Tfasc_v1.18523, Tfasc_v1.20296, Tfasc_v1.23961, Tfasc_v1.28604
BP	GO:0033674	positive regulation of kinase activity	0.0319	OG0013330, OG0017963, OG0010375, OG0010950, OG0010713, OG0002912, OG0004553, OG0014367, OG0012005, OG0003704, OG0015169, OG0009137, OG0015334	Tfasc_v1.02399, Tfasc_v1.04099, Tfasc_v1.07828, Tfasc_v1.10876, Tfasc_v1.12032, Tfasc_v1.13855, Tfasc_v1.19267, Tfasc_v1.19649, Tfasc_v1.21633, Tfasc_v1.22595, Tfasc_v1.23406, Tfasc_v1.29726, Tfasc_v1.30498
BP	GO:0031324	negative regulation of cellular metabolic process	0.0319	OG0001080, OG0006669, OG0018803, OG0001541, OG0013338, OG0008617, OG0003042, OG0013548, OG0006215, OG0017313, OG0003986, OG0013665, OG0011073, OG0003212, OG0007200, OG0007273, OG0008391, OG0010916, OG0013481, OG0019289, OG0003508, OG0005772, OG0007933, OG0008011, OG0008137, OG0015907, OG0011424, OG0014883, OG0014744, OG0019130, OG0014577, OG0007888, OG0010653, OG0012070, OG0012799, OG0007492, OG0011502, OG0013001, OG0012757, OG0008869, OG0008938, OG0009606, OG0009547, OG0013701, OG0009995, OG0003176, OG0006839, OG0004040, OG0014835, OG0002136, OG0009317, OG0002510	Tfasc_v1.00425, Tfasc_v1.01580, Tfasc_v1.02212, Tfasc_v1.02346, Tfasc_v1.02410, Tfasc_v1.04442, Tfasc_v1.05646, Tfasc_v1.06116, Tfasc_v1.06160, Tfasc_v1.06665, Tfasc_v1.07648, Tfasc_v1.07996, Tfasc_v1.08062, Tfasc_v1.08803, Tfasc_v1.08985, Tfasc_v1.09148, Tfasc_v1.09375, Tfasc_v1.10918, Tfasc_v1.11681, Tfasc_v1.11768, Tfasc_v1.12069, Tfasc_v1.12500, Tfasc_v1.14047, Tfasc_v1.14920, Tfasc_v1.15034, Tfasc_v1.15298, Tfasc_v1.17149, Tfasc_v1.17261, Tfasc_v1.17882, Tfasc_v1.17914, Tfasc_v1.18407, Tfasc_v1.18697, Tfasc_v1.20517, Tfasc_v1.21078, Tfasc_v1.21511, Tfasc_v1.21919, Tfasc_v1.22343, Tfasc_v1.23088, Tfasc_v1.23761, Tfasc_v1.24162, Tfasc_v1.24197, Tfasc_v1.24328, Tfasc_v1.24981, Tfasc_v1.25128, Tfasc_v1.26280, Tfasc_v1.26595, Tfasc_v1.27519, Tfasc_v1.27790, Tfasc_v1.28320, Tfasc_v1.29599, Tfasc_v1.29709, Tfasc_v1.29977, Tfasc_v1.30517
BP	GO:0035065	regulation of histone acetylation	0.03191	OG0008453, OG0008617, OG0010916, OG0013481, OG0007492	Tfasc_v1.04310, Tfasc_v1.04442, Tfasc_v1.10918, Tfasc_v1.11681, Tfasc_v1.22343
BP	GO:0006895	Golgi to endosome transport	0.03196	OG0010223, OG0015850	Tfasc_v1.17678, Tfasc_v1.18522
BP	GO:0006567	threonine catabolic process	0.03196	OG0014018, OG0015171	Tfasc_v1.03116, Tfasc_v1.23397
BP	GO:0006557	S-adenosylmethioninamine biosynthetic process	0.03196	OG0002446	Tfasc_v1.05044, Tfasc_v1.18838
BP	GO:0000349	generation of catalytic spliceosome for first transesterification step	0.03196	OG0013143, OG0011077	Tfasc_v1.07576, Tfasc_v1.27895
BP	GO:0106167	extracellular ATP signaling	0.03196	OG0009726, OG0011513	Tfasc_v1.16205, Tfasc_v1.23069
BP	GO:0010133	proline catabolic process to glutamate	0.03196	OG0012662, OG0008396	Tfasc_v1.01993, Tfasc_v1.09376
BP	GO:0043111	replication fork arrest	0.03196	OG0012070, OG0008869	Tfasc_v1.21511, Tfasc_v1.24197
BP	GO:0000423	mitophagy	0.03196	OG0013330, OG0004553	Tfasc_v1.02399, Tfasc_v1.19267
BP	GO:0016926	protein desumoylation	0.03196	OG0001315, OG0018294	Tfasc_v1.29216, Tfasc_v1.29217
BP	GO:0006024	glycosaminoglycan biosynthetic process	0.03196	OG0000976	Tfasc_v1.04684, Tfasc_v1.23212
BP	GO:0034088	maintenance of mitotic sister chromatid cohesion	0.03196	OG0011411, OG0013457	Tfasc_v1.17239, Tfasc_v1.30538
BP	GO:0042351	'de novo' GDP-L-fucose biosynthetic process	0.03196	OG0011254, OG0001491	Tfasc_v1.20857, Tfasc_v1.25238
BP	GO:0016124	xanthophyll catabolic process	0.03196	OG0015238, OG0019528	Tfasc_v1.19808, Tfasc_v1.19810
BP	GO:0006435	threonyl-tRNA aminoacylation	0.03196	OG0006126, OG0003877	Tfasc_v1.06405, Tfasc_v1.26695
BP	GO:0006106	fumarate metabolic process	0.03196	OG0001952	Tfasc_v1.27564, Tfasc_v1.27568
BP	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	0.03196	OG0003381, OG0010248	Tfasc_v1.20427, Tfasc_v1.28896
BP	GO:0048358	mucilage pectin biosynthetic process	0.03196	OG0011950, OG0010642	Tfasc_v1.23184, Tfasc_v1.26983
BP	GO:0046467	membrane lipid biosynthetic process	0.032	OG0002535, OG0001541, OG0004989, OG0008539, OG0017488, OG0006191, OG0010380, OG0011012, OG0001702, OG0019395, OG0010335, OG0016372, OG0012271, OG0001012, OG0011875, OG0016984, OG0015461	Tfasc_v1.02141, Tfasc_v1.02346, Tfasc_v1.03105, Tfasc_v1.04570, Tfasc_v1.06121, Tfasc_v1.06241, Tfasc_v1.07816, Tfasc_v1.10773, Tfasc_v1.12175, Tfasc_v1.12710, Tfasc_v1.13253, Tfasc_v1.18668, Tfasc_v1.21207, Tfasc_v1.22751, Tfasc_v1.23341, Tfasc_v1.25080, Tfasc_v1.26037
BP	GO:0031667	response to nutrient levels	0.032	OG0011267, OG0012316, OG0000772, OG0002435, OG0010822, OG0010825, OG0013030, OG0010335, OG0004437, OG0009761, OG0001006, OG0008755, OG0016984, OG0015719, OG0009137	Tfasc_v1.00816, Tfasc_v1.06706, Tfasc_v1.06769, Tfasc_v1.08204, Tfasc_v1.11822, Tfasc_v1.11825, Tfasc_v1.13169, Tfasc_v1.13253, Tfasc_v1.15938, Tfasc_v1.16279, Tfasc_v1.21612, Tfasc_v1.23969, Tfasc_v1.25080, Tfasc_v1.26901, Tfasc_v1.29726
BP	GO:0035999	tetrahydrofolate interconversion	0.03246	OG0005996, OG0011342, OG0011152, OG0014757, OG0010608	Tfasc_v1.14408, Tfasc_v1.18282, Tfasc_v1.19373, Tfasc_v1.21774, Tfasc_v1.28584
BP	GO:0048280	vesicle fusion with Golgi apparatus	0.03246	OG0006481, OG0002755, OG0001435, OG0010000, OG0002265	Tfasc_v1.01218, Tfasc_v1.18523, Tfasc_v1.23961, Tfasc_v1.26612, Tfasc_v1.28604
BP	GO:0006000	fructose metabolic process	0.03246	OG0015299, OG0008127, OG0011426, OG0014341, OG0009553	Tfasc_v1.00028, Tfasc_v1.15290, Tfasc_v1.17256, Tfasc_v1.18182, Tfasc_v1.25117
BP	GO:0046835	carbohydrate phosphorylation	0.03684	OG0006227, OG0005009, OG0004930, OG0005815, OG0011426, OG0018186, OG0014977, OG0018187, OG0013007, OG0008954, OG0002210, OG0010104	Tfasc_v1.06150, Tfasc_v1.06562, Tfasc_v1.11075, Tfasc_v1.11083, Tfasc_v1.13946, Tfasc_v1.17256, Tfasc_v1.22086, Tfasc_v1.22089, Tfasc_v1.22090, Tfasc_v1.23740, Tfasc_v1.24346, Tfasc_v1.26542, Tfasc_v1.26811
BP	GO:0050684	regulation of mRNA processing	0.03857	OG0018348, OG0012596, OG0012512, OG0006278, OG0011076, OG0013715, OG0002052, OG0012220, OG0008877, OG0015421, OG0006759, OG0015410, OG0019613, OG0010543, OG0009217, OG0016026	Tfasc_v1.00160, Tfasc_v1.01865, Tfasc_v1.04921, Tfasc_v1.05974, Tfasc_v1.08056, Tfasc_v1.18474, Tfasc_v1.20524, Tfasc_v1.21349, Tfasc_v1.24220, Tfasc_v1.25948, Tfasc_v1.27932, Tfasc_v1.28448, Tfasc_v1.28647, Tfasc_v1.28765, Tfasc_v1.29391, Tfasc_v1.30699
BP	GO:0043067	regulation of programmed cell death	0.0387	OG0006539, OG0004582, OG0008578, OG0008010, OG0012141, OG0019562, OG0012271, OG0015356	Tfasc_v1.01341, Tfasc_v1.02004, Tfasc_v1.04511, Tfasc_v1.15036, Tfasc_v1.15950, Tfasc_v1.20189, Tfasc_v1.21207, Tfasc_v1.28274
BP	GO:0001731	formation of translation preinitiation complex	0.03882	OG0018416, OG0015024, OG0002434, OG0001968	Tfasc_v1.01515, Tfasc_v1.14725, Tfasc_v1.24560, Tfasc_v1.27786
BP	GO:0009294	DNA mediated transformation	0.03882	OG0016662, OG0011073, OG0008391, OG0015064	Tfasc_v1.01225, Tfasc_v1.08062, Tfasc_v1.09375, Tfasc_v1.22849
